0.12,-1.40,0.31,5
0.06,-1.40,0.31,5
-30.82,28.66,-69.25,5
-0.06,-1.53,0.18,5
0.06,-1.40,0.31,5
-30.31,28.82,-69.10,5
0.18,-1.46,0.24,5
0.06,-1.40,0.31,5
-30.87,28.83,-67.79,5
0.12,-1.40,0.18,5
0.06,-1.40,0.31,5
-33.75,28.78,-68.23,5
0.00,-1.53,0.24,5
0.06,-1.40,0.31,5
-30.88,29.03,-68.03,5
0.06,-1.53,0.37,5
0.06,-1.40,0.31,5
-31.54,28.80,-68.12,5
0.12,-1.28,0.12,5
0.06,-1.40,0.31,5
-30.94,29.37,-67.30,5
-0.06,-1.46,0.31,5
0.06,-1.40,0.31,5
-30.54,28.82,-67.40,5
0.06,-1.53,0.24,5
0.06,-1.40,0.31,5
-31.15,28.54,-68.23,5
0.12,-1.46,0.24,5
0.06,-1.40,0.31,5
-30.92,28.74,-68.27,5
0.12,-1.46,0.43,5
0.06,-1.40,0.31,5
-30.37,28.85,-68.77,5
0.00,-1.53,0.12,5
0.06,-1.40,0.31,5
-30.98,28.69,-67.98,5
-0.06,-1.46,0.31,5
0.06,-1.40,0.31,5
-31.27,29.15,-67.82,5
-0.06,-1.40,0.31,5
0.06,-1.40,0.31,5
-30.98,28.97,-67.80,5
0.00,-1.34,0.31,5
0.06,-1.40,0.31,5
-30.82,28.52,-67.99,5
0.00,-1.34,0.37,5
0.06,-1.40,0.31,5
-31.02,28.55,-68.02,5
-0.06,-1.53,0.24,5
0.06,-1.40,0.31,5
-31.40,29.72,-67.81,5
0.06,-1.40,0.24,5
0.06,-1.40,0.31,5
-31.07,29.11,-67.41,5
0.00,-1.40,0.18,5
0.06,-1.40,0.31,5
-31.53,29.00,-68.24,5
-0.18,-1.22,0.12,5
0.06,-1.40,0.31,5
-31.18,28.99,-67.98,5
0.06,-1.40,0.24,5
0.06,-1.40,0.31,5
-31.26,28.89,-67.99,5
0.06,-1.34,0.24,5
0.00,-1.53,0.31,5
-31.18,28.91,-68.74,5
-0.06,-1.28,0.24,5
0.00,-1.53,0.31,5
-31.08,29.13,-68.92,5
-0.18,-1.22,0.18,5
0.00,-1.53,0.31,5
-30.81,29.35,-68.93,5
0.06,-1.40,0.31,5
0.00,-1.53,0.31,5
-30.94,28.74,-67.63,5
0.06,-1.53,0.24,5
0.00,-1.53,0.31,5
-30.79,28.91,-67.97,5
0.18,-1.28,0.24,5
0.00,-1.53,0.31,5
-31.26,29.24,-65.95,5
0.00,-1.40,0.24,5
0.24,-1.59,0.31,5
-30.82,28.80,-68.43,5
0.12,-1.46,0.18,5
0.24,-1.59,0.31,5
-30.62,28.86,-69.30,5
-0.06,-1.40,0.18,5
0.24,-1.59,0.31,5
-30.93,29.05,-68.37,5
-0.12,-1.46,0.24,5
0.24,-1.59,0.31,5
-31.18,29.13,-68.52,5
0.00,-1.28,0.24,5
0.24,-1.59,0.31,5
-30.88,29.19,-67.99,5
-0.06,-1.46,0.31,5
0.24,-1.59,0.31,5
-31.19,28.81,-66.94,5
-0.12,-1.53,0.24,5
0.12,-1.53,0.37,5
-30.68,28.70,-68.18,5
0.00,-1.34,0.24,5
0.12,-1.53,0.37,5
-30.97,28.87,-68.04,5
0.00,-1.34,0.31,5
0.12,-1.53,0.37,5
-31.58,28.74,-67.66,5
-0.06,-1.40,0.31,5
0.12,-1.53,0.37,5
-31.13,29.43,-68.49,5
-0.18,-1.46,0.12,5
0.12,-1.53,0.37,5
-30.41,29.05,-66.72,5
0.06,-1.59,0.18,5
0.12,-1.53,0.37,5
-30.93,29.20,-67.94,5
0.00,-1.34,0.31,5
0.06,-1.46,0.24,5
-30.55,29.44,-68.09,5
-0.06,-1.53,0.24,5
0.06,-1.46,0.24,5
-31.16,29.43,-68.77,5
-0.06,-1.34,0.31,5
0.06,-1.46,0.24,5
-30.90,28.94,-67.42,5
0.06,-1.53,0.43,5
0.06,-1.46,0.24,5
-30.96,29.28,-68.01,5
0.00,-1.40,0.24,5
0.06,-1.46,0.24,5
-31.54,29.04,-67.57,5
0.18,-1.46,0.31,5
0.06,-1.46,0.24,5
-30.46,29.22,-68.26,5
-0.06,-1.28,0.12,5
0.06,-1.46,0.24,5
-30.86,29.13,-68.01,5
0.12,-1.34,0.18,5
0.06,-1.46,0.24,5
-30.81,28.80,-67.93,5
0.00,-1.34,0.24,5
0.06,-1.46,0.24,5
-30.88,29.50,-68.46,5
0.12,-1.16,0.24,5
0.06,-1.46,0.24,5
-31.19,29.52,-68.66,5
0.12,-1.46,0.37,5
0.06,-1.46,0.24,5
-31.38,29.33,-67.22,5
0.00,-1.53,0.12,5
0.06,-1.46,0.24,5
-30.87,29.05,-67.27,5
0.31,-1.46,0.18,5
0.06,-1.46,0.24,5
-30.99,29.32,-68.13,5
0.12,-1.28,0.31,5
0.06,-1.46,0.24,5
-31.27,29.11,-68.65,5
0.06,-1.22,0.18,5
0.06,-1.46,0.24,5
-31.09,29.36,-68.41,5
-0.18,-1.46,0.12,5
0.06,-1.46,0.24,5
-31.27,29.81,-67.00,5
0.06,-1.16,0.24,5
0.06,-1.46,0.24,5
-31.20,29.09,-68.07,5
-0.06,-1.34,0.43,5
0.12,-1.53,0.43,5
-31.57,29.24,-68.25,5
0.12,-1.34,0.24,5
0.12,-1.53,0.43,5
-31.09,29.31,-68.59,5
0.12,-1.34,0.24,5
0.12,-1.53,0.43,5
-31.77,28.72,-68.73,5
-0.12,-1.34,0.37,5
0.12,-1.53,0.43,5
-31.40,28.96,-68.33,5
0.00,-1.16,0.24,5
0.12,-1.53,0.43,5
-31.58,28.74,-68.16,5
0.00,-1.40,0.24,5
0.12,-1.53,0.43,5
-30.73,28.71,-67.44,5
-0.06,-1.22,0.24,5
0.24,-1.46,0.24,5
-30.96,29.50,-67.03,5
0.24,-1.28,0.12,5
0.24,-1.46,0.24,5
-31.10,29.59,-68.62,5
-0.06,-1.22,0.06,5
0.24,-1.46,0.24,5
-31.23,29.36,-67.53,5
0.00,-1.22,0.18,5
0.24,-1.46,0.24,5
-31.04,28.97,-67.79,5
0.18,-1.16,0.24,5
0.24,-1.46,0.24,5
-31.45,28.49,-67.19,5
0.24,-1.28,0.24,5
0.24,-1.46,0.24,5
-31.14,29.27,-67.91,5
0.06,-1.34,0.31,5
0.18,-1.10,0.31,5
-31.36,29.11,-67.42,5
0.24,-1.16,0.24,5
0.18,-1.10,0.31,5
-31.25,29.25,-68.02,5
-0.12,-1.34,0.24,5
0.18,-1.10,0.31,5
-30.81,28.70,-68.09,5
0.12,-1.22,0.31,5
0.18,-1.10,0.31,5
-31.07,29.43,-67.13,5
0.00,-1.40,0.37,5
0.18,-1.10,0.31,5
-30.55,28.92,-67.37,5
-0.06,-1.16,0.31,5
0.18,-1.10,0.31,5
-30.91,28.75,-67.48,5
0.06,-1.28,0.12,5
0.12,-1.28,0.31,5
-31.23,29.06,-68.25,5
0.12,-1.40,0.24,5
0.12,-1.28,0.31,5
-31.25,28.70,-67.91,5
-0.06,-1.28,0.18,5
0.12,-1.28,0.31,5
-30.71,29.31,-68.12,5
0.00,-1.34,0.24,5
0.12,-1.28,0.31,5
-31.08,29.27,-67.98,5
0.00,-1.16,0.24,5
0.12,-1.28,0.31,5
-31.23,29.71,-67.91,5
0.31,-1.46,0.18,5
0.12,-1.28,0.31,5
-30.59,28.93,-68.33,5
-0.06,-1.16,0.18,5
0.00,-1.16,0.18,5
-30.32,29.44,-68.18,5
-0.12,-1.34,0.37,5
0.00,-1.16,0.18,5
-30.53,29.19,-68.55,5
-0.12,-1.28,0.24,5
0.00,-1.16,0.18,5
-30.90,29.19,-67.90,5
0.12,-1.16,0.18,5
0.00,-1.16,0.18,5
-30.90,29.31,-68.77,5
-0.06,-1.53,0.31,5
0.00,-1.16,0.18,5
-30.57,28.93,-68.51,5
0.12,-1.22,0.31,5
0.00,-1.16,0.18,5
-30.91,28.69,-68.07,5
0.06,-1.40,0.37,5
-0.12,-1.59,0.31,5
-30.80,28.99,-66.49,5
0.12,-1.34,0.18,5
-0.12,-1.59,0.31,5
-30.80,29.25,-68.62,5
0.06,-1.40,0.24,5
-0.12,-1.59,0.31,5
-31.12,29.27,-68.69,5
0.12,-1.34,0.24,5
-0.12,-1.59,0.31,5
-30.69,29.00,-67.52,5
0.18,-1.46,0.24,5
-0.12,-1.59,0.31,5
-30.85,28.88,-69.12,5
-0.06,-1.22,0.24,5
-0.12,-1.59,0.31,5
-30.94,29.24,-68.13,5
0.12,-1.40,0.18,5
-0.12,-1.59,0.31,5
-30.44,28.87,-67.99,5
0.00,-1.34,0.31,5
-0.12,-1.59,0.31,5
-31.18,28.85,-68.74,5
-0.12,-1.40,0.31,5
-0.12,-1.59,0.31,5
-30.66,29.36,-68.37,5
0.00,-1.40,0.31,5
-0.12,-1.59,0.31,5
-30.98,29.41,-67.60,5
0.06,-1.46,0.37,5
-0.12,-1.59,0.31,5
-31.46,28.93,-69.75,5
-0.06,-1.10,0.18,5
-0.12,-1.59,0.31,5
-31.12,28.99,-67.29,5
0.00,-1.22,0.24,5
-0.12,-1.59,0.31,5
-31.23,28.76,-68.31,5
-0.06,-1.28,0.18,5
-0.12,-1.59,0.31,5
-30.77,29.24,-68.05,5
0.18,-1.16,0.24,5
-0.12,-1.59,0.31,5
-30.99,29.26,-67.42,5
0.06,-1.34,0.24,5
-0.12,-1.59,0.31,5
-31.09,28.64,-68.51,5
0.12,-1.40,0.24,5
-0.12,-1.59,0.31,5
-31.49,28.86,-68.91,5
-0.06,-1.22,0.12,5
-0.12,-1.59,0.31,5
-30.99,28.98,-67.60,5
0.00,-1.46,0.18,5
-0.12,-1.59,0.31,5
-30.79,28.93,-67.83,5
0.06,-1.28,0.18,5
-0.12,-1.59,0.31,5
-31.20,28.39,-68.33,5
0.06,-1.22,0.24,5
